software_a,software_b,tipo_evento,caso_uso_resumido,titulo_pagina,slug_url,descricao_curta,json_n8n_url,passos_resumo,tags
Salesforce,Acuity Scheduling,Criação,Sincronização em tempo real entre plataformas,Como integrar Salesforce com Acuity Scheduling para criação usando N8N,salesforce-para-acuity-scheduling-n8n-criação,Automatize criação integrando Salesforce e Acuity Scheduling com N8N. Sincronização em tempo real entre plataformas.,https://n8n.io/workflows/4338,Conectar Trigger Salesforce|Validar dados|Formatar para Acuity Scheduling|Enviar/Criar no Acuity Scheduling|Registrar resultado,"cultura,validation,hr"
Salesforce,Acuity Scheduling,Exclusão,Geração de relatórios automatizados,Como integrar Salesforce com Acuity Scheduling para exclusão usando N8N,salesforce-para-acuity-scheduling-n8n-exclusão,Automatize exclusão integrando Salesforce e Acuity Scheduling com N8N. Geração de relatórios automatizados.,https://n8n.io/workflows/4339,Conectar Trigger Salesforce|Validar dados|Formatar para Acuity Scheduling|Enviar/Criar no Acuity Scheduling|Registrar resultado,"formularios,schedule,reporting"
Salesforce,Acuity Scheduling,Backup,Melhoria de experiência do cliente,Como integrar Salesforce com Acuity Scheduling para backup usando N8N,salesforce-para-acuity-scheduling-n8n-backup,Automatize backup integrando Salesforce e Acuity Scheduling com N8N. Melhoria de experiência do cliente.,https://n8n.io/workflows/4340,Conectar Trigger Salesforce|Validar dados|Formatar para Acuity Scheduling|Enviar/Criar no Acuity Scheduling|Registrar resultado,"security,cultura,payment"
Salesforce,Acuity Scheduling,Sincronização,Controle de inventário e estoque,Como integrar Salesforce com Acuity Scheduling para sincronização usando N8N,salesforce-para-acuity-scheduling-n8n-sincronização,Automatize sincronização integrando Salesforce e Acuity Scheduling com N8N. Controle de inventário e estoque.,https://n8n.io/workflows/4341,Conectar Trigger Salesforce|Validar dados|Formatar para Acuity Scheduling|Enviar/Criar no Acuity Scheduling|Registrar resultado,"marketing,schedule,validation"
Salesforce,Acuity Scheduling,Relatório,Melhor rastreabilidade,Como integrar Salesforce com Acuity Scheduling para relatório usando N8N,salesforce-para-acuity-scheduling-n8n-relatório,Automatize relatório integrando Salesforce e Acuity Scheduling com N8N. Melhor rastreabilidade.,https://n8n.io/workflows/4342,Conectar Trigger Salesforce|Validar dados|Formatar para Acuity Scheduling|Enviar/Criar no Acuity Scheduling|Registrar resultado,"performance,customer-support,enterprise"
Salesforce,Acuity Scheduling,Alerta,Gerenciamento de projetos,Como integrar Salesforce com Acuity Scheduling para alerta usando N8N,salesforce-para-acuity-scheduling-n8n-alerta,Automatize alerta integrando Salesforce e Acuity Scheduling com N8N. Gerenciamento de projetos.,https://n8n.io/workflows/4343,Conectar Trigger Salesforce|Validar dados|Formatar para Acuity Scheduling|Enviar/Criar no Acuity Scheduling|Registrar resultado,"vendas,social,notificacao"
Salesforce,Acuity Scheduling,Importação,Redução de tarefas repetitivas,Como integrar Salesforce com Acuity Scheduling para importação usando N8N,salesforce-para-acuity-scheduling-n8n-importação,Automatize importação integrando Salesforce e Acuity Scheduling com N8N. Redução de tarefas repetitivas.,https://n8n.io/workflows/4344,Conectar Trigger Salesforce|Validar dados|Formatar para Acuity Scheduling|Enviar/Criar no Acuity Scheduling|Registrar resultado,"vendas,webhook,performance"
Salesforce,Acuity Scheduling,Exportação,Acompanhamento de vendas,Como integrar Salesforce com Acuity Scheduling para exportação usando N8N,salesforce-para-acuity-scheduling-n8n-exportação,Automatize exportação integrando Salesforce e Acuity Scheduling com N8N. Acompanhamento de vendas.,https://n8n.io/workflows/4345,Conectar Trigger Salesforce|Validar dados|Formatar para Acuity Scheduling|Enviar/Criar no Acuity Scheduling|Registrar resultado,"chat,finance,api"
Salesforce,Acuity Scheduling,Transformação,Melhoria de experiência do cliente,Como integrar Salesforce com Acuity Scheduling para transformação usando N8N,salesforce-para-acuity-scheduling-n8n-transformação,Automatize transformação integrando Salesforce e Acuity Scheduling com N8N. Melhoria de experiência do cliente.,https://n8n.io/workflows/4346,Conectar Trigger Salesforce|Validar dados|Formatar para Acuity Scheduling|Enviar/Criar no Acuity Scheduling|Registrar resultado,"filter,hr,b2b"
Salesforce,Acuity Scheduling,Filtro,Notificação para equipes,Como integrar Salesforce com Acuity Scheduling para filtro usando N8N,salesforce-para-acuity-scheduling-n8n-filtro,Automatize filtro integrando Salesforce e Acuity Scheduling com N8N. Notificação para equipes.,https://n8n.io/workflows/4347,Conectar Trigger Salesforce|Validar dados|Formatar para Acuity Scheduling|Enviar/Criar no Acuity Scheduling|Registrar resultado,"marketing,booking,whatsapp"
Salesforce,Acuity Scheduling,Validação,Controle de inventário e estoque,Como integrar Salesforce com Acuity Scheduling para validação usando N8N,salesforce-para-acuity-scheduling-n8n-validação,Automatize validação integrando Salesforce e Acuity Scheduling com N8N. Controle de inventário e estoque.,https://n8n.io/workflows/4348,Conectar Trigger Salesforce|Validar dados|Formatar para Acuity Scheduling|Enviar/Criar no Acuity Scheduling|Registrar resultado,"transform,project-management,retention"
Salesforce,Setmore,Lead,Acompanhamento de vendas,Como integrar Salesforce com Setmore para lead usando N8N,salesforce-para-setmore-n8n-lead,Automatize lead integrando Salesforce e Setmore com N8N. Acompanhamento de vendas.,https://n8n.io/workflows/4349,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"schedule,growth,marketing"
Salesforce,Setmore,Venda,Gestão de tickets e suporte,Como integrar Salesforce com Setmore para venda usando N8N,salesforce-para-setmore-n8n-venda,Automatize venda integrando Salesforce e Setmore com N8N. Gestão de tickets e suporte.,https://n8n.io/workflows/4350,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"validation,ecommerce,vendas"
Salesforce,Setmore,Notificação,Otimização de processos,Como integrar Salesforce com Setmore para notificação usando N8N,salesforce-para-setmore-n8n-notificação,Automatize notificação integrando Salesforce e Setmore com N8N. Otimização de processos.,https://n8n.io/workflows/4351,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"dados,webhook,payment"
Salesforce,Setmore,Formulário,Organização de eventos e agendamentos,Como integrar Salesforce com Setmore para formulário usando N8N,salesforce-para-setmore-n8n-formulário,Automatize formulário integrando Salesforce e Setmore com N8N. Organização de eventos e agendamentos.,https://n8n.io/workflows/4352,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"otimizacao,customer-support,booking"
Salesforce,Setmore,Contato,Sincronização em tempo real entre plataformas,Como integrar Salesforce com Setmore para contato usando N8N,salesforce-para-setmore-n8n-contato,Automatize contato integrando Salesforce e Setmore com N8N. Sincronização em tempo real entre plataformas.,https://n8n.io/workflows/4353,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"webhook,integracao,analytics"
Salesforce,Setmore,Pedido,Verificação de dados duplicados,Como integrar Salesforce com Setmore para pedido usando N8N,salesforce-para-setmore-n8n-pedido,Automatize pedido integrando Salesforce e Setmore com N8N. Verificação de dados duplicados.,https://n8n.io/workflows/4354,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"dados,validation,transform"
Salesforce,Setmore,Pagamento,Sincronização em tempo real entre plataformas,Como integrar Salesforce com Setmore para pagamento usando N8N,salesforce-para-setmore-n8n-pagamento,Automatize pagamento integrando Salesforce e Setmore com N8N. Sincronização em tempo real entre plataformas.,https://n8n.io/workflows/4355,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"acquisition,performance,b2c"
Salesforce,Setmore,Evento,Gerenciamento de projetos,Como integrar Salesforce com Setmore para evento usando N8N,salesforce-para-setmore-n8n-evento,Automatize evento integrando Salesforce e Setmore com N8N. Gerenciamento de projetos.,https://n8n.io/workflows/4356,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"ecommerce,integracao,reporting"
Salesforce,Setmore,Chat,Integração com redes sociais,Como integrar Salesforce com Setmore para chat usando N8N,salesforce-para-setmore-n8n-chat,Automatize chat integrando Salesforce e Setmore com N8N. Integração com redes sociais.,https://n8n.io/workflows/4357,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"growth,performance,import"
Salesforce,Setmore,Comentário,Notificação para equipes,Como integrar Salesforce com Setmore para comentário usando N8N,salesforce-para-setmore-n8n-comentário,Automatize comentário integrando Salesforce e Setmore com N8N. Notificação para equipes.,https://n8n.io/workflows/4358,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"performance,dados,sync"
Salesforce,Setmore,Post,Centralização de dados empresariais,Como integrar Salesforce com Setmore para post usando N8N,salesforce-para-setmore-n8n-post,Automatize post integrando Salesforce e Setmore com N8N. Centralização de dados empresariais.,https://n8n.io/workflows/4359,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"webhook,formularios,startup"
Salesforce,Setmore,Agendamento,Integração de pagamentos e financeiro,Como integrar Salesforce com Setmore para agendamento usando N8N,salesforce-para-setmore-n8n-agendamento,Automatize agendamento integrando Salesforce e Setmore com N8N. Integração de pagamentos e financeiro.,https://n8n.io/workflows/4360,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"email,backup,notificacao"
Salesforce,Setmore,Email,Gerenciamento de projetos,Como integrar Salesforce com Setmore para email usando N8N,salesforce-para-setmore-n8n-email,Automatize email integrando Salesforce e Setmore com N8N. Gerenciamento de projetos.,https://n8n.io/workflows/4361,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"acquisition,security,whatsapp"
Salesforce,Setmore,Webhook,Integração de pagamentos e financeiro,Como integrar Salesforce com Setmore para webhook usando N8N,salesforce-para-setmore-n8n-webhook,Automatize webhook integrando Salesforce e Setmore com N8N. Integração de pagamentos e financeiro.,https://n8n.io/workflows/4362,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"schedule,enterprise,b2c"
Salesforce,Setmore,API Call,Redução de tarefas repetitivas,Como integrar Salesforce com Setmore para api call usando N8N,salesforce-para-setmore-n8n-api call,Automatize api call integrando Salesforce e Setmore com N8N. Redução de tarefas repetitivas.,https://n8n.io/workflows/4363,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"integracao,project-management,accounting"
Salesforce,Setmore,Atualização,Verificação de dados duplicados,Como integrar Salesforce com Setmore para atualização usando N8N,salesforce-para-setmore-n8n-atualização,Automatize atualização integrando Salesforce e Setmore com N8N. Verificação de dados duplicados.,https://n8n.io/workflows/4364,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"b2b,integracao,startup"
Salesforce,Setmore,Criação,Gerenciamento de projetos,Como integrar Salesforce com Setmore para criação usando N8N,salesforce-para-setmore-n8n-criação,Automatize criação integrando Salesforce e Setmore com N8N. Gerenciamento de projetos.,https://n8n.io/workflows/4365,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"b2b,schedule,validation"
Salesforce,Setmore,Exclusão,Melhor rastreabilidade,Como integrar Salesforce com Setmore para exclusão usando N8N,salesforce-para-setmore-n8n-exclusão,Automatize exclusão integrando Salesforce e Setmore com N8N. Melhor rastreabilidade.,https://n8n.io/workflows/4366,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"analytics,marketing,enterprise"
Salesforce,Setmore,Backup,Verificação de dados duplicados,Como integrar Salesforce com Setmore para backup usando N8N,salesforce-para-setmore-n8n-backup,Automatize backup integrando Salesforce e Setmore com N8N. Verificação de dados duplicados.,https://n8n.io/workflows/4367,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"api,backup,crm"
Salesforce,Setmore,Sincronização,Centralização de dados empresariais,Como integrar Salesforce com Setmore para sincronização usando N8N,salesforce-para-setmore-n8n-sincronização,Automatize sincronização integrando Salesforce e Setmore com N8N. Centralização de dados empresariais.,https://n8n.io/workflows/4368,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"sync,booking,inventory"
Salesforce,Setmore,Relatório,Organização de eventos e agendamentos,Como integrar Salesforce com Setmore para relatório usando N8N,salesforce-para-setmore-n8n-relatório,Automatize relatório integrando Salesforce e Setmore com N8N. Organização de eventos e agendamentos.,https://n8n.io/workflows/4369,Conectar Trigger Salesforce|Validar dados|Formatar para Setmore|Enviar/Criar no Setmore|Registrar resultado,"analytics,saas,retention"
